id,model_type,model_family,model_name,ckpt_file,url,autoencoder,clip_encoder,image_encoder,t5_encoder,full_json
31,model,flux1,FLUX.1 [dev],flux_1_dev_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 [dev]"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_dev_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_dev_q8p.ckpt"":""2173dfe9e1a19f6d8ee11f9679cacea54ed63cfab4f9af7068b8ce86b7835dd0"",""flux_1_dev_q5p.ckpt"":""d382a858a64a134415dc87fa793b28a42eb5dfa9cb552959f9e0916af9efc2e7""}}"
32,model,flux1,FLUX.1 [dev] De-distill,flux_1_dev_de_distill_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 [dev] De-distill"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_dev_de_distill_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_dev_de_distill_q8p.ckpt"":""165638453c85bbb15384046d7416a00f5a77a70ad9e77c45a877c327a918a8e4"",""flux_1_dev_de_distill_q5p.ckpt"":""32c0fb8607b88a85c0a861c866f78fb683c7d99a19d67f3d3b4c4c32cd17e369""}}"
33,model,flux1,FLUX.1 [dev] (Exact),flux_1_dev_f16.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 [dev] (Exact)"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_dev_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_dev_f16.ckpt"":""b0887279918eda95aa1c44841404fd0fff9b78535262901aa4875b80e6197cc4"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6""}}"
34,model,flux1,FLUX.1 Fill [dev],flux_1_fill_dev_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 Fill [dev]"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""modifier"":""inpainting"",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_fill_dev_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""converted"":{""flux_1_fill_dev_q8p.ckpt"":""54dcbad98f8146a976aeef28520d4ed912955823d5ab796619c42feb569c5110"",""flux_1_fill_dev_q5p.ckpt"":""ff60bb1375915f86f2bff4f9cd7cd9a70dcbdd56f8d7f723050a44f71b785b78""}}"
35,model,flux1,FLUX.1 Kontext [dev],flux_1_kontext_dev_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 Kontext [dev]"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""modifier"":""kontext"",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_kontext_dev_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_kontext_dev_q8p.ckpt"":""f2ba0b0d7aee58bd4576a5b2bff5aab8916549d06de2743e776818e03432a8ae"",""flux_1_kontext_dev_q5p.ckpt"":""15f9c133805a3887bbcf5931ebaf3359e761d25348e45317a2a5ccea04315a2c""}}"
36,model,flux1,FLUX.1 Kontext [dev] (Exact),flux_1_kontext_dev_f16.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 Kontext [dev] (Exact)"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""modifier"":""kontext"",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_kontext_dev_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_kontext_dev_f16.ckpt"":""c3ca88ddbd529d9383f0f9a0b764dc2403dc9c46f14d3d273d45b31c7485d44b"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6""}}"
37,model,flux1,FLUX.1 Krea [dev],flux_1_krea_dev_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""FLUX.1 Krea [dev]"",""version"":""flux1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""flux_1_krea_dev_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":512,""objective"":{""u"":{""condition_scale"":1000}},""tea_cache_coefficients"":[498.651651,-283.781631,55.8554382,-3.82021401,0.264230861],""converted"":{""flux_1_krea_dev_q8p.ckpt"":""02c484cae92514d827b94b5297012ff034c1350f49aba4bb54c3f1ac3ebd994b"",""flux_1_krea_dev_q5p.ckpt"":""c71aecbeefd7789223fcc04fff1f7a3c801bc965240b52335605e71a93325d0a""}}"
38,model,v1,Ghibli (v1),ghibli_v1_f16.ckpt,"","","","","","{""upcast_attention"":false,""prefix"":""ghibli style "",""text_encoder"":""ghibli_v1_clip_vit_l14_f16.ckpt"",""default_scale"":8,""file"":""ghibli_v1_f16.ckpt"",""name"":""Ghibli (v1)"",""version"":""v1"",""converted"":{""ghibli_v1_f16.ckpt"":""dfcf9358528e8892f82b4ba3d0c9245be928e2e920e746383bdaf1b9a3a93151"",""ghibli_v1_clip_vit_l14_f16.ckpt"":""bf7c353e5b2b34bff2216742e114ee707f0ad023cc0bfd5ebde779b3b3162a02""}}"
39,model,v1,H&A's 3DKX 1.1,hna_3dkx_1.1_f16.ckpt,"","","","","","{""file"":""hna_3dkx_1.1_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""hna_3dkx_1.1_clip_vit_l14_f16.ckpt"",""default_scale"":8,""version"":""v1"",""name"":""H&A's 3DKX 1.1"",""prefix"":""a 3d render / cartoon of "",""converted"":{""hna_3dkx_1.1_f16.ckpt"":""9e333094d9b73db3e0438f7520c0cd5deb2f0f6b3aa890ce464050cc7dd8d693"",""hna_3dkx_1.1_clip_vit_l14_f16.ckpt"":""5ce38e05ada7ec4488c600bc026db1386fb4cdca2882fe51561c49a1bc70da4d""}}"
40,model,v1,Hassanblend (v1.5.1.2),hassanblend_v1.5.1.2_f16.ckpt,"","","","","","{""version"":""v1"",""file"":""hassanblend_v1.5.1.2_f16.ckpt"",""prefix"":"""",""text_encoder"":""hassanblend_v1.5.1.2_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""default_scale"":8,""name"":""Hassanblend (v1.5.1.2)"",""converted"":{""hassanblend_v1.5.1.2_f16.ckpt"":""e5eb4e11fa1f882dc084a0e061abf6b7f5e7dd11c416ff14842c049b9727c5d1"",""hassanblend_v1.5.1.2_clip_vit_l14_f16.ckpt"":""0d572f5e379c48c88aa7ca1d6aff095d94cacaf8b90f6444f4af46a7d3d18f33""}}"
41,model,hidream_i1,HiDream E1-1 (Exact),hidream_e1_1_f16.ckpt,"",flux_1_vae_f16.ckpt,long_clip_vit_l14_f16.ckpt,"",t5_xxl_encoder_f16.ckpt,"{""name"":""HiDream E1-1 (Exact)"",""version"":""hidream_i1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""modifier"":""editing"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""hidream_e1_1_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""llama_3.1_8b_instruct_f16.ckpt"",""t5_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""long_clip_vit_l14_f16.ckpt"",""additional_clip_encoders"":[""long_open_clip_vit_bigg14_f16.ckpt""],""high_precision_autoencoder"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""note"":""[HiDream-E1-1](https://huggingface.co/HiDream-ai/HiDream-E1-1) is an image editing model built on HiDream-I1. It is MIT-licensed and commercially friendly. Trained at dynamic resolutions (around 1MP) using a Flow Matching objective, the model performs best with trailing samplers and 30–50 sampling steps."",""converted"":{""hidream_e1_1_f16.ckpt"":""636f843e0466b332cad559af4a8e886c4700ff74a135218b2185cc351bdb4f4a"",""llama_3.1_8b_instruct_f16.ckpt"":""c8fba68580e92a311805970a50535de685bd471514d60abceecb52ad32e98c90"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6"",""long_clip_vit_l14_f16.ckpt"":""82031eaa248d543a072af378ccd6280cd3be1d07f8733c5d15f9ec4feb82501a"",""long_open_clip_vit_bigg14_f16.ckpt"":""6beca0db6c1f84b84b6facb0c2ce4abe56fb220be978ee1438064797861f949b""}}"
42,model,hidream_i1,HiDream E1 [full] (Exact),hidream_e1_full_f16.ckpt,"",flux_1_vae_f16.ckpt,long_clip_vit_l14_f16.ckpt,"",t5_xxl_encoder_f16.ckpt,"{""name"":""HiDream E1 [full] (Exact)"",""version"":""hidream_i1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""modifier"":""editing"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""hidream_e1_full_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""llama_3.1_8b_instruct_f16.ckpt"",""t5_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""long_clip_vit_l14_f16.ckpt"",""additional_clip_encoders"":[""long_open_clip_vit_bigg14_f16.ckpt""],""high_precision_autoencoder"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""note"":""[HiDream-E1 [full]](https://huggingface.co/HiDream-ai/HiDream-E1-Full) is an image editing model built on HiDream-I1. It is MIT-licensed and commercially friendly. Trained at 768×768 resolution using a Flow Matching objective, the model performs best with trailing samplers and 30–50 sampling steps. For optimal results, ensure the width is set to 768 and use the following prompt format: Editing Instruction: {}. Target Image Description: {}."",""converted"":{""hidream_e1_full_f16.ckpt"":""635f48cdd3ed0c40efe3d572ddcbe77d8b5b243a8a7caf66217b5b1095a33367"",""llama_3.1_8b_instruct_f16.ckpt"":""c8fba68580e92a311805970a50535de685bd471514d60abceecb52ad32e98c90"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6"",""long_clip_vit_l14_f16.ckpt"":""82031eaa248d543a072af378ccd6280cd3be1d07f8733c5d15f9ec4feb82501a"",""long_open_clip_vit_bigg14_f16.ckpt"":""6beca0db6c1f84b84b6facb0c2ce4abe56fb220be978ee1438064797861f949b""}}"
43,model,hidream_i1,HiDream I1 [dev] (Exact),hidream_i1_dev_f16.ckpt,"",flux_1_vae_f16.ckpt,long_clip_vit_l14_f16.ckpt,"",t5_xxl_encoder_f16.ckpt,"{""name"":""HiDream I1 [dev] (Exact)"",""version"":""hidream_i1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""hidream_i1_dev_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""llama_3.1_8b_instruct_f16.ckpt"",""t5_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""long_clip_vit_l14_f16.ckpt"",""additional_clip_encoders"":[""long_open_clip_vit_bigg14_f16.ckpt""],""high_precision_autoencoder"":true,""guidance_embed"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""note"":""[HiDream-I1 [dev]](https://huggingface.co/HiDream-ai/HiDream-I1-Dev) is a state-of-the-art open-source image generation model known for its strong prompt adherence across diverse styles, including photorealistic, cartoon, and artistic. It is MIT-licensed and commercially friendly. The model is trained at multiple resolutions using a Flow Matching objective; trailing samplers yield the best results, with 20–30 sampling steps recommended. Text guidance is not effective for this model."",""converted"":{""hidream_i1_dev_f16.ckpt"":""57e0d93cc6dc14e329bda0464e8d7b1a49604ce0caaadb7bba717d4ff1fd5a74"",""llama_3.1_8b_instruct_f16.ckpt"":""c8fba68580e92a311805970a50535de685bd471514d60abceecb52ad32e98c90"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6"",""long_clip_vit_l14_f16.ckpt"":""82031eaa248d543a072af378ccd6280cd3be1d07f8733c5d15f9ec4feb82501a"",""long_open_clip_vit_bigg14_f16.ckpt"":""6beca0db6c1f84b84b6facb0c2ce4abe56fb220be978ee1438064797861f949b""}}"
44,model,hidream_i1,HiDream I1 [fast] (Exact),hidream_i1_fast_f16.ckpt,"",flux_1_vae_f16.ckpt,long_clip_vit_l14_f16.ckpt,"",t5_xxl_encoder_f16.ckpt,"{""name"":""HiDream I1 [fast] (Exact)"",""version"":""hidream_i1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""hidream_i1_fast_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""llama_3.1_8b_instruct_f16.ckpt"",""t5_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""long_clip_vit_l14_f16.ckpt"",""additional_clip_encoders"":[""long_open_clip_vit_bigg14_f16.ckpt""],""high_precision_autoencoder"":true,""is_consistency_model"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""note"":""[HiDream-I1 [fast]](https://huggingface.co/HiDream-ai/HiDream-I1-Fast) is a state-of-the-art open-source image generation model known for its strong prompt adherence across diverse styles, including photorealistic, cartoon, and artistic. It is MIT-licensed and commercially friendly. The model is trained at multiple resolutions using a Flow Matching objective; trailing samplers yield the best results, with 10–20 sampling steps recommended. Text guidance is not effective for this model."",""converted"":{""hidream_i1_fast_f16.ckpt"":""9b836423f349bcf80d4dfe5bab87155c29c952fbad8caeb6b9a2a5d2d043881e"",""llama_3.1_8b_instruct_f16.ckpt"":""c8fba68580e92a311805970a50535de685bd471514d60abceecb52ad32e98c90"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6"",""long_clip_vit_l14_f16.ckpt"":""82031eaa248d543a072af378ccd6280cd3be1d07f8733c5d15f9ec4feb82501a"",""long_open_clip_vit_bigg14_f16.ckpt"":""6beca0db6c1f84b84b6facb0c2ce4abe56fb220be978ee1438064797861f949b""}}"
45,model,hidream_i1,HiDream I1 [full] (Exact),hidream_i1_full_f16.ckpt,"",flux_1_vae_f16.ckpt,long_clip_vit_l14_f16.ckpt,"",t5_xxl_encoder_f16.ckpt,"{""name"":""HiDream I1 [full] (Exact)"",""version"":""hidream_i1"",""autoencoder"":""flux_1_vae_f16.ckpt"",""prefix"":"""",""default_scale"":16,""hires_fix_scale"":24,""file"":""hidream_i1_full_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""llama_3.1_8b_instruct_f16.ckpt"",""t5_encoder"":""t5_xxl_encoder_f16.ckpt"",""clip_encoder"":""long_clip_vit_l14_f16.ckpt"",""additional_clip_encoders"":[""long_open_clip_vit_bigg14_f16.ckpt""],""high_precision_autoencoder"":true,""padded_text_encoding_length"":128,""objective"":{""u"":{""condition_scale"":1000}},""note"":""[HiDream-I1 [full]](https://huggingface.co/HiDream-ai/HiDream-I1-Full) is a state-of-the-art open-source image generation model known for its exceptional prompt adherence across a wide range of styles, including photorealistic, cartoon, and artistic. It is MIT-licensed and commercially friendly. The model is trained at multiple resolutions using a Flow Matching objective; trailing samplers yield the best results, with 30–50 sampling steps recommended."",""converted"":{""hidream_i1_full_f16.ckpt"":""42d713526155f426960c2cb46a6eb697938dbc5df9ff5048e4759f0fb710c74f"",""llama_3.1_8b_instruct_f16.ckpt"":""c8fba68580e92a311805970a50535de685bd471514d60abceecb52ad32e98c90"",""t5_xxl_encoder_f16.ckpt"":""c526ebaf675e59bf0e7d736fd8ab1dd71096d14acb8d0e7c977d3109856814f6"",""long_clip_vit_l14_f16.ckpt"":""82031eaa248d543a072af378ccd6280cd3be1d07f8733c5d15f9ec4feb82501a"",""long_open_clip_vit_bigg14_f16.ckpt"":""6beca0db6c1f84b84b6facb0c2ce4abe56fb220be978ee1438064797861f949b""}}"
46,model,hunyuan_video,Hunyuan Video T2V 720p,hunyuan_video_t2v_720p_q8p.ckpt,"",hunyuan_video_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""name"":""Hunyuan Video T2V 720p"",""version"":""hunyuan_video"",""autoencoder"":""hunyuan_video_vae_f16.ckpt"",""prefix"":"""",""default_scale"":12,""hires_fix_scale"":24,""file"":""hunyuan_video_t2v_720p_q8p.ckpt"",""upcast_attention"":false,""text_encoder"":""llava_llama_3_8b_v1.1_q8p.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""high_precision_autoencoder"":false,""guidance_embed"":true,""objective"":{""u"":{""condition_scale"":1000}},""frames_per_second"":30,""tea_cache_coefficients"":[733.226126,-401.131952,67.5869174,-3.149878,0.0961237896],""note"":""[Hunyuan Video](https://huggingface.co/tencent/HunyuanVideo) is a state-of-the-art text-to-video model developed by Tencent. It can generate video clips of up to 5 seconds in length. The recommended resolutions are 960×544 or 1280×720. The model supports up to 129 frames, with a recommended shift value of 7.0."",""converted"":{""hunyuan_video_t2v_720p_q8p.ckpt"":""aaa360067e4b07ff7534a4c199ffeb54a1e6c5abf67a2915de615f3fcb468160"",""hunyuan_video_t2v_720p_q5p_svd.ckpt"":""2840601178556af62e3c34b8ce44fd501280523e63752230d645b471475aeddd"",""hunyuan_video_vae_f16.ckpt"":""ae7745bce49371893085d4edb62d2f602ddb68cc064615d9dacdee82865334fd"",""llava_llama_3_8b_v1.1_q8p.ckpt"":""3ce75e9763350db0450ed8b9a986334888e76970e1ba76c4515cded6daf6ad40""}}"
47,model,sdxl_base_v0.9,iCatcher Cartoon,icatcher_cartoon_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,icatcher_cartoon_clip_vit_l14_f16.ckpt,"","","{""download"":{""file"":""https://civitai.com/api/download/models/556749""},""name"":""iCatcher Cartoon"",""file"":""icatcher_cartoon_f16.ckpt"",""prefix"":"""",""modifier"":""none"",""default_scale"":16,""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""icatcher_cartoon_clip_vit_l14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""text_encoder"":""icatcher_cartoon_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""icatcher_cartoon_f16.ckpt"":""f377d137fe352355b621b9f699599f8602f115c010695a9f2f620a126006e6f2"",""icatcher_cartoon_clip_vit_l14_f16.ckpt"":""8f67928673fccf8682e62c3e618aa966b6238026c34ce78bc71ae09525ae01ca"",""icatcher_cartoon_open_clip_vit_bigg14_f16.ckpt"":""c0b2b1b3db58332392df3c19ac017a8201657e25f5dc01288a9ed9afbfdd176f"",""icatcher_cartoon_q6p_q8p.ckpt"":""86722d77e32dbbc379190939b63daea552a521a401b8443aa4572e4f4c86000d""}}"
48,model,sdxl_base_v0.9,iCatcher Realistic,icatcher_realistic_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,icatcher_realistic_clip_vit_l14_f16.ckpt,"","","{""download"":{""file"":""https://civitai.com/api/download/models/556759""},""name"":""iCatcher Realistic"",""file"":""icatcher_realistic_f16.ckpt"",""prefix"":"""",""modifier"":""none"",""default_scale"":16,""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""icatcher_realistic_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""icatcher_realistic_clip_vit_l14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""converted"":{""icatcher_realistic_open_clip_vit_bigg14_f16.ckpt"":""d3b41c3a75c3d5dba1afebdb290d26cbe4cad99eac72da0b9ee20f5174069dff"",""icatcher_realistic_f16.ckpt"":""9ae7c3c65f2bed2fc0c397c61583d238db1c015493b1dbdaaef1adeaad48e4e7"",""icatcher_realistic_clip_vit_l14_f16.ckpt"":""2096df66e8e01d4ae27df8b515c47582fe3a92db861b8bd59624ce26b0613d28"",""icatcher_realistic_q6p_q8p.ckpt"":""3fb262eb2f9250701c8e9fba4dd22a27c73731320312bc9e5599ab823576ed28""}}"
49,model,v1,Inkpunk (v2),inkpunk_v2_f16.ckpt,"","","","","","{""version"":""v1"",""file"":""inkpunk_v2_f16.ckpt"",""name"":""Inkpunk (v2)"",""upcast_attention"":false,""prefix"":""nvinkpunk "",""default_scale"":8,""text_encoder"":""inkpunk_v2_clip_vit_l14_f16.ckpt"",""converted"":{""inkpunk_v2_f16.ckpt"":""8957387975caf8c56caa6c4c2b9d8fff07bda7a8a2aadec840be3fd623d1d2fe"",""inkpunk_v2_clip_vit_l14_f16.ckpt"":""569d9796b5f3b33ed1ce65b27fa3fb4dfdb8ef2440555fa33f30fa8d118cc293""}}"
50,model,v1,Juggernaut Reborn,juggernaut_reborn_f16.ckpt,"","","","","","{""download"":{""file"":""https://civitai.com/api/download/models/274039?type=Model&format=SafeTensor&size=pruned&fp=fp16""},""version"":""v1"",""default_scale"":12,""prefix"":"""",""name"":""Juggernaut Reborn"",""upcast_attention"":false,""file"":""juggernaut_reborn_f16.ckpt"",""text_encoder"":""juggernaut_reborn_clip_vit_l14_f16.ckpt"",""modifier"":""none"",""converted"":{""juggernaut_reborn_f16.ckpt"":""df4c7000dece34f261a6b0dc2c26076c2e477d5f1488f6cc4da79ce41914341c"",""juggernaut_reborn_clip_vit_l14_f16.ckpt"":""8ae6516f593774aa1c12a4645dbe0d282a834af1ab4d4fae1021cf9a0d2f5ded"",""juggernaut_reborn_q6p_q8p.ckpt"":""21bffdeda6a6a56fecfe238779e1da0724c782b3cfe41c7370228cb429419857""}}"
51,model,sdxl_base_v0.9,Juggernaut XL Ragnarok,juggernaut_xl_ragnarok_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,juggernaut_xl_ragnarok_clip_vit_l14_f16.ckpt,"","","{""download"":{""file"":"""",""autoencoder"":""""},""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""prefix"":"""",""version"":""sdxl_base_v0.9"",""upcast_attention"":false,""name"":""Juggernaut XL Ragnarok"",""modifier"":""none"",""text_encoder"":""juggernaut_xl_ragnarok_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""juggernaut_xl_ragnarok_clip_vit_l14_f16.ckpt"",""file"":""juggernaut_xl_ragnarok_f16.ckpt"",""converted"":{""juggernaut_xl_ragnarok_open_clip_vit_bigg14_f16.ckpt"":""8f09dc980d09fc423464c4cf588061d47889d117a4524ce8e7d258ac7e82fed2"",""juggernaut_xl_ragnarok_clip_vit_l14_f16.ckpt"":""53330736e013235364f015ccf0d96b58e829023d209c728e01f466b7eea4abef"",""juggernaut_xl_ragnarok_f16.ckpt"":""d8b59a654d5252cebeaccf86797b730b9f6e248bfb954e1b96f09797976e3ff7"",""juggernaut_xl_ragnarok_q6p_q8p.ckpt"":""6afc259cd4e3cfa9592b90abba4c4d009c531f57a3bf3d657af4b2de7e786584""}}"
52,model,sdxl_base_v0.9,Juggernaut XL v9,juggernaut_xl_v9_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,juggernaut_xl_v9_clip_vit_l14_f16.ckpt,"","","{""download"":{""file"":""https://huggingface.co/RunDiffusion/Juggernaut-XL-v9/resolve/main/Juggernaut-XL_v9_RunDiffusionPhoto_v2.safetensors"",""autoencoder"":""""},""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""prefix"":"""",""version"":""sdxl_base_v0.9"",""upcast_attention"":false,""name"":""Juggernaut XL v9"",""modifier"":""none"",""text_encoder"":""juggernaut_xl_v9_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""juggernaut_xl_v9_clip_vit_l14_f16.ckpt"",""file"":""juggernaut_xl_v9_f16.ckpt"",""converted"":{""juggernaut_xl_v9_open_clip_vit_bigg14_f16.ckpt"":""3ab01f7d45516955061fd409575af1148ed1e5f460799951d3d04b7400897803"",""juggernaut_xl_v9_clip_vit_l14_f16.ckpt"":""870ff53c717bb72a9c050b11ccecfdd468639e60668948b2fa970911dc8e4b35"",""juggernaut_xl_v9_f16.ckpt"":""90522a3f471bb0e10600ab4d593c2b3d39513b030e0893dc7390b32fec3ace76"",""juggernaut_xl_v9_q6p_q8p.ckpt"":""23bf2c68a7263a41e82299627d45ba6d127cf494fa1db441e40d1245a86df892""}}"
